"Jour","Produit","Prix TVA incl."
"20JUN21","Essence 98 RON E5 (€/L)",1.61
"20JUN21","Diesel B7 (€/L)",1.56
"20JUN21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.654
"20JUN21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.684
"21JUN21","Essence 95 RON E10 (€/L)",1.541
"21JUN21","Essence 98 RON E5 (€/L)",1.61
"21JUN21","Diesel B7 (€/L)",1.56
"21JUN21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.654
"21JUN21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.684
"22JUN21","Essence 95 RON E10 (€/L)",1.541
"22JUN21","Essence 98 RON E5 (€/L)",1.61
"22JUN21","Diesel B7 (€/L)",1.573
"22JUN21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.658
"22JUN21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.688
"23JUN21","Essence 95 RON E10 (€/L)",1.557
"23JUN21","Essence 98 RON E5 (€/L)",1.633
"23JUN21","Diesel B7 (€/L)",1.573
"23JUN21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.661
"23JUN21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.69
"24JUN21","Essence 95 RON E10 (€/L)",1.557
"24JUN21","Essence 98 RON E5 (€/L)",1.633
"24JUN21","Diesel B7 (€/L)",1.573
"24JUN21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.665
"24JUN21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.694
"25JUN21","Essence 95 RON E10 (€/L)",1.557
"25JUN21","Essence 98 RON E5 (€/L)",1.633
"25JUN21","Diesel B7 (€/L)",1.573
"25JUN21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.668
"25JUN21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.698
"26JUN21","Essence 95 RON E10 (€/L)",1.557
"26JUN21","Essence 98 RON E5 (€/L)",1.633
"26JUN21","Diesel B7 (€/L)",1.573
"26JUN21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.666
"26JUN21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.696
"27JUN21","Essence 95 RON E10 (€/L)",1.557
"27JUN21","Essence 98 RON E5 (€/L)",1.633
"27JUN21","Diesel B7 (€/L)",1.573
"27JUN21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.666
"27JUN21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.696
"28JUN21","Essence 95 RON E10 (€/L)",1.557
"28JUN21","Essence 98 RON E5 (€/L)",1.633
"28JUN21","Diesel B7 (€/L)",1.573
"28JUN21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.666
"28JUN21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.696
"29JUN21","Essence 95 RON E10 (€/L)",1.557
"29JUN21","Essence 98 RON E5 (€/L)",1.633
"29JUN21","Diesel B7 (€/L)",1.573
"29JUN21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.668
"29JUN21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.697
"30JUN21","Essence 95 RON E10 (€/L)",1.557
"30JUN21","Essence 98 RON E5 (€/L)",1.633
"30JUN21","Diesel B7 (€/L)",1.573
"30JUN21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.664
"30JUN21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.694
"01JUL21","Essence 95 RON E10 (€/L)",1.574
"01JUL21","Essence 98 RON E5 (€/L)",1.652
"01JUL21","Diesel B7 (€/L)",1.584
"01JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.666
"01JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.696
"02JUL21","Essence 95 RON E10 (€/L)",1.574
"02JUL21","Essence 98 RON E5 (€/L)",1.652
"02JUL21","Diesel B7 (€/L)",1.584
"02JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.664
"02JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.694
"03JUL21","Essence 95 RON E10 (€/L)",1.574
"03JUL21","Essence 98 RON E5 (€/L)",1.652
"03JUL21","Diesel B7 (€/L)",1.584
"03JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.672
"03JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.702
"04JUL21","Essence 95 RON E10 (€/L)",1.574
"04JUL21","Essence 98 RON E5 (€/L)",1.652
"04JUL21","Diesel B7 (€/L)",1.584
"04JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.672
"04JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.702
"05JUL21","Essence 95 RON E10 (€/L)",1.574
"05JUL21","Essence 98 RON E5 (€/L)",1.652
"05JUL21","Diesel B7 (€/L)",1.584
"05JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.672
"05JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.702
"06JUL21","Essence 95 RON E10 (€/L)",1.574
"06JUL21","Essence 98 RON E5 (€/L)",1.652
"06JUL21","Diesel B7 (€/L)",1.584
"06JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.68
"06JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.709
"07JUL21","Essence 95 RON E10 (€/L)",1.574
"07JUL21","Essence 98 RON E5 (€/L)",1.652
"07JUL21","Diesel B7 (€/L)",1.584
"07JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.681
"07JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.71
"08JUL21","Essence 95 RON E10 (€/L)",1.574
"08JUL21","Essence 98 RON E5 (€/L)",1.652
"08JUL21","Diesel B7 (€/L)",1.584
"08JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.668
"08JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.697
"09JUL21","Essence 95 RON E10 (€/L)",1.574
"09JUL21","Essence 98 RON E5 (€/L)",1.652
"09JUL21","Diesel B7 (€/L)",1.584
"09JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.656
"09JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.686
"10JUL21","Essence 95 RON E10 (€/L)",1.574
"10JUL21","Essence 98 RON E5 (€/L)",1.652
"10JUL21","Diesel B7 (€/L)",1.584
"10JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.662
"10JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.691
"11JUL21","Essence 95 RON E10 (€/L)",1.574
"11JUL21","Essence 98 RON E5 (€/L)",1.652
"11JUL21","Diesel B7 (€/L)",1.584
"11JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.662
"11JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.691
"12JUL21","Essence 95 RON E10 (€/L)",1.574
"12JUL21","Essence 98 RON E5 (€/L)",1.652
"12JUL21","Diesel B7 (€/L)",1.584
"12JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.662
"12JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.691
"13JUL21","Essence 95 RON E10 (€/L)",1.588
"13JUL21","Essence 98 RON E5 (€/L)",1.668
"13JUL21","Diesel B7 (€/L)",1.584
"13JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.677
"13JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.706
"14JUL21","Essence 95 RON E10 (€/L)",1.588
"14JUL21","Essence 98 RON E5 (€/L)",1.668
"14JUL21","Diesel B7 (€/L)",1.584
"14JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.672
"14JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.701
"15JUL21","Essence 95 RON E10 (€/L)",1.588
"15JUL21","Essence 98 RON E5 (€/L)",1.668
"15JUL21","Diesel B7 (€/L)",1.584
"15JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.678
"15JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.707
"16JUL21","Essence 95 RON E10 (€/L)",1.588
"16JUL21","Essence 98 RON E5 (€/L)",1.668
"16JUL21","Diesel B7 (€/L)",1.584
"16JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.679
"16JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.709
"17JUL21","Essence 95 RON E10 (€/L)",1.588
"17JUL21","Essence 98 RON E5 (€/L)",1.668
"17JUL21","Diesel B7 (€/L)",1.584
"17JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.67
"17JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.7
"18JUL21","Essence 95 RON E10 (€/L)",1.588
"18JUL21","Essence 98 RON E5 (€/L)",1.668
"18JUL21","Diesel B7 (€/L)",1.584
"18JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.67
"18JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.7
"19JUL21","Essence 95 RON E10 (€/L)",1.588
"19JUL21","Essence 98 RON E5 (€/L)",1.668
"19JUL21","Diesel B7 (€/L)",1.584
"19JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.67
"19JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.7
"20JUL21","Essence 95 RON E10 (€/L)",1.588
"20JUL21","Essence 98 RON E5 (€/L)",1.668
"20JUL21","Diesel B7 (€/L)",1.584
"20JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.667
"20JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.696
"21JUL21","Essence 95 RON E10 (€/L)",1.588
"21JUL21","Essence 98 RON E5 (€/L)",1.668
"21JUL21","Diesel B7 (€/L)",1.584
"21JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.638
"21JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.667
"22JUL21","Essence 95 RON E10 (€/L)",1.588
"22JUL21","Essence 98 RON E5 (€/L)",1.668
"22JUL21","Diesel B7 (€/L)",1.584
"22JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.638
"22JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.667
"23JUL21","Essence 95 RON E10 (€/L)",1.588
"23JUL21","Essence 98 RON E5 (€/L)",1.668
"23JUL21","Diesel B7 (€/L)",1.573
"23JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.658
"23JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.688
"24JUL21","Essence 95 RON E10 (€/L)",1.588
"24JUL21","Essence 98 RON E5 (€/L)",1.668
"24JUL21","Diesel B7 (€/L)",1.573
"24JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.665
"24JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.695
"25JUL21","Essence 95 RON E10 (€/L)",1.588
"25JUL21","Essence 98 RON E5 (€/L)",1.668
"25JUL21","Diesel B7 (€/L)",1.573
"25JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.665
"25JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.695
"26JUL21","Essence 95 RON E10 (€/L)",1.588
"26JUL21","Essence 98 RON E5 (€/L)",1.668
"26JUL21","Diesel B7 (€/L)",1.573
"26JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.665
"26JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.695
"27JUL21","Essence 95 RON E10 (€/L)",1.588
"27JUL21","Essence 98 RON E5 (€/L)",1.668
"27JUL21","Diesel B7 (€/L)",1.573
"27JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.671
"27JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.701
"28JUL21","Essence 95 RON E10 (€/L)",1.588
"28JUL21","Essence 98 RON E5 (€/L)",1.668
"28JUL21","Diesel B7 (€/L)",1.573
"28JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.671
"28JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.701
"29JUL21","Essence 95 RON E10 (€/L)",1.588
"29JUL21","Essence 98 RON E5 (€/L)",1.668
"29JUL21","Diesel B7 (€/L)",1.573
"29JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.67
"29JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.7
"30JUL21","Essence 95 RON E10 (€/L)",1.588
"30JUL21","Essence 98 RON E5 (€/L)",1.668
"30JUL21","Diesel B7 (€/L)",1.573
"30JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.671
"30JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.7
"31JUL21","Essence 95 RON E10 (€/L)",1.588
"31JUL21","Essence 98 RON E5 (€/L)",1.668
"31JUL21","Diesel B7 (€/L)",1.594
"31JUL21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.675
"31JUL21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.704
"01AUG21","Essence 95 RON E10 (€/L)",1.588
"01AUG21","Essence 98 RON E5 (€/L)",1.668
"01AUG21","Diesel B7 (€/L)",1.594
"01AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.675
"01AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.704
"02AUG21","Essence 95 RON E10 (€/L)",1.588
"02AUG21","Essence 98 RON E5 (€/L)",1.668
"02AUG21","Diesel B7 (€/L)",1.594
"02AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.675
"02AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.704
"03AUG21","Essence 95 RON E10 (€/L)",1.588
"03AUG21","Essence 98 RON E5 (€/L)",1.668
"03AUG21","Diesel B7 (€/L)",1.594
"03AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.678
"03AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.707
"04AUG21","Essence 95 RON E10 (€/L)",1.588
"04AUG21","Essence 98 RON E5 (€/L)",1.668
"04AUG21","Diesel B7 (€/L)",1.594
"04AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.663
"04AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.693
"05AUG21","Essence 95 RON E10 (€/L)",1.588
"05AUG21","Essence 98 RON E5 (€/L)",1.668
"05AUG21","Diesel B7 (€/L)",1.594
"05AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.66
"05AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.689
"06AUG21","Essence 95 RON E10 (€/L)",1.588
"06AUG21","Essence 98 RON E5 (€/L)",1.668
"06AUG21","Diesel B7 (€/L)",1.594
"06AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.652
"06AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.681
"07AUG21","Essence 95 RON E10 (€/L)",1.588
"07AUG21","Essence 98 RON E5 (€/L)",1.668
"07AUG21","Diesel B7 (€/L)",1.575
"07AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.656
"07AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.685
"08AUG21","Essence 95 RON E10 (€/L)",1.588
"08AUG21","Essence 98 RON E5 (€/L)",1.668
"08AUG21","Diesel B7 (€/L)",1.575
"08AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.656
"08AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.685
"09AUG21","Essence 95 RON E10 (€/L)",1.588
"09AUG21","Essence 98 RON E5 (€/L)",1.668
"09AUG21","Diesel B7 (€/L)",1.575
"09AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.656
"09AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.685
"10AUG21","Essence 95 RON E10 (€/L)",1.588
"10AUG21","Essence 98 RON E5 (€/L)",1.668
"10AUG21","Diesel B7 (€/L)",1.575
"10AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.653
"10AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.683
"11AUG21","Essence 95 RON E10 (€/L)",1.588
"11AUG21","Essence 98 RON E5 (€/L)",1.668
"11AUG21","Diesel B7 (€/L)",1.575
"11AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.64
"11AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.669
"12AUG21","Essence 95 RON E10 (€/L)",1.588
"12AUG21","Essence 98 RON E5 (€/L)",1.668
"12AUG21","Diesel B7 (€/L)",1.575
"12AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.657
"12AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.686
"13AUG21","Essence 95 RON E10 (€/L)",1.588
"13AUG21","Essence 98 RON E5 (€/L)",1.668
"13AUG21","Diesel B7 (€/L)",1.575
"13AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.653
"13AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.683
"14AUG21","Essence 95 RON E10 (€/L)",1.588
"14AUG21","Essence 98 RON E5 (€/L)",1.668
"14AUG21","Diesel B7 (€/L)",1.575
"14AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.659
"14AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.688
"15AUG21","Essence 95 RON E10 (€/L)",1.588
"15AUG21","Essence 98 RON E5 (€/L)",1.668
"15AUG21","Diesel B7 (€/L)",1.575
"15AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.659
"15AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.688
"16AUG21","Essence 95 RON E10 (€/L)",1.588
"16AUG21","Essence 98 RON E5 (€/L)",1.668
"16AUG21","Diesel B7 (€/L)",1.575
"16AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.659
"16AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.688
"17AUG21","Essence 95 RON E10 (€/L)",1.588
"17AUG21","Essence 98 RON E5 (€/L)",1.668
"17AUG21","Diesel B7 (€/L)",1.575
"17AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.657
"17AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.687
"18AUG21","Essence 95 RON E10 (€/L)",1.588
"18AUG21","Essence 98 RON E5 (€/L)",1.668
"18AUG21","Diesel B7 (€/L)",1.575
"18AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.647
"18AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.676
"19AUG21","Essence 95 RON E10 (€/L)",1.588
"19AUG21","Essence 98 RON E5 (€/L)",1.668
"19AUG21","Diesel B7 (€/L)",1.575
"19AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.65
"19AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.679
"20AUG21","Essence 95 RON E10 (€/L)",1.588
"20AUG21","Essence 98 RON E5 (€/L)",1.668
"20AUG21","Diesel B7 (€/L)",1.575
"20AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.648
"20AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.678
"21AUG21","Essence 95 RON E10 (€/L)",1.588
"21AUG21","Essence 98 RON E5 (€/L)",1.668
"21AUG21","Diesel B7 (€/L)",1.544
"21AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.625
"21AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.655
"22AUG21","Essence 95 RON E10 (€/L)",1.588
"22AUG21","Essence 98 RON E5 (€/L)",1.668
"22AUG21","Diesel B7 (€/L)",1.544
"22AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.625
"22AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.655
"23AUG21","Essence 95 RON E10 (€/L)",1.588
"23AUG21","Essence 98 RON E5 (€/L)",1.668
"23AUG21","Diesel B7 (€/L)",1.544
"23AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.625
"23AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.655
"24AUG21","Essence 95 RON E10 (€/L)",1.553
"24AUG21","Essence 98 RON E5 (€/L)",1.643
"24AUG21","Diesel B7 (€/L)",1.544
"24AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.629
"24AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.658
"25AUG21","Essence 95 RON E10 (€/L)",1.553
"25AUG21","Essence 98 RON E5 (€/L)",1.643
"25AUG21","Diesel B7 (€/L)",1.566
"25AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.647
"25AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.677
"26AUG21","Essence 95 RON E10 (€/L)",1.553
"26AUG21","Essence 98 RON E5 (€/L)",1.643
"26AUG21","Diesel B7 (€/L)",1.566
"26AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.66
"26AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.689
"27AUG21","Essence 95 RON E10 (€/L)",1.553
"27AUG21","Essence 98 RON E5 (€/L)",1.643
"27AUG21","Diesel B7 (€/L)",1.566
"27AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.664
"27AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.694
"28AUG21","Essence 95 RON E10 (€/L)",1.592
"28AUG21","Essence 98 RON E5 (€/L)",1.691
"28AUG21","Diesel B7 (€/L)",1.566
"28AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.663
"28AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.692
"29AUG21","Essence 95 RON E10 (€/L)",1.592
"29AUG21","Essence 98 RON E5 (€/L)",1.691
"29AUG21","Diesel B7 (€/L)",1.566
"29AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.663
"29AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.692
"30AUG21","Essence 95 RON E10 (€/L)",1.592
"30AUG21","Essence 98 RON E5 (€/L)",1.691
"30AUG21","Diesel B7 (€/L)",1.566
"30AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.663
"30AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.692
"31AUG21","Essence 95 RON E10 (€/L)",1.592
"31AUG21","Essence 98 RON E5 (€/L)",1.691
"31AUG21","Diesel B7 (€/L)",1.566
"31AUG21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.671
"31AUG21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.701
"01SEP21","Essence 95 RON E10 (€/L)",1.592
"01SEP21","Essence 98 RON E5 (€/L)",1.691
"01SEP21","Diesel B7 (€/L)",1.586
"01SEP21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.67
"01SEP21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.699
"02SEP21","Essence 95 RON E10 (€/L)",1.592
"02SEP21","Essence 98 RON E5 (€/L)",1.691
"02SEP21","Diesel B7 (€/L)",1.586
"02SEP21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.67
"02SEP21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.7
"03SEP21","Essence 95 RON E10 (€/L)",1.592
"03SEP21","Essence 98 RON E5 (€/L)",1.691
"03SEP21","Diesel B7 (€/L)",1.586
"03SEP21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.665
"03SEP21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.695
"04SEP21","Essence 95 RON E10 (€/L)",1.592
"04SEP21","Essence 98 RON E5 (€/L)",1.691
"04SEP21","Diesel B7 (€/L)",1.586
"04SEP21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.683
"04SEP21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.713
"05SEP21","Essence 95 RON E10 (€/L)",1.592
"05SEP21","Essence 98 RON E5 (€/L)",1.691
"05SEP21","Diesel B7 (€/L)",1.586
"05SEP21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.683
"05SEP21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.713
"06SEP21","Essence 95 RON E10 (€/L)",1.592
"06SEP21","Essence 98 RON E5 (€/L)",1.691
"06SEP21","Diesel B7 (€/L)",1.586
"06SEP21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.683
"06SEP21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.713
"07SEP21","Essence 95 RON E10 (€/L)",1.592
"07SEP21","Essence 98 RON E5 (€/L)",1.691
"07SEP21","Diesel B7 (€/L)",1.586
"07SEP21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.679
"07SEP21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.708
"08SEP21","Essence 95 RON E10 (€/L)",1.592
"08SEP21","Essence 98 RON E5 (€/L)",1.691
"08SEP21","Diesel B7 (€/L)",1.586
"08SEP21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.674
"08SEP21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.703
"09SEP21","Essence 95 RON E10 (€/L)",1.592
"09SEP21","Essence 98 RON E5 (€/L)",1.691
"09SEP21","Diesel B7 (€/L)",1.586
"09SEP21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.67
"09SEP21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.699
"10SEP21","Essence 95 RON E10 (€/L)",1.61
"10SEP21","Essence 98 RON E5 (€/L)",1.702
"10SEP21","Diesel B7 (€/L)",1.586
"10SEP21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.674
"10SEP21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.704
"11SEP21","Essence 95 RON E10 (€/L)",1.61
"11SEP21","Essence 98 RON E5 (€/L)",1.702
"11SEP21","Diesel B7 (€/L)",1.595
"11SEP21","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.674
"11SEP21","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.704
"12SEP21","Essence 95 RON E10 (€/L)",1.61
